ZONA, NUMERACION_INICIAL, NUMERACION_FINAL, OCUPACION, MODALIDAD, RAZON_SOCIAL, FECHA_ASIGNACION
4,4741690000,4741699999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741700000,4741709999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741710000,4741719999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741720000,4741729999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757703000,7757703071,72,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",03/08/2001,
4,4741592000,4741599999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741730000,4741731999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4741732000,4741736999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778730000,4778739999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778740000,4778749999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778750000,4778759999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778760000,4778769999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778770000,4778779999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778780000,4778789999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757710000,7757719999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",04/10/2000,
4,4778790000,4778799999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778800000,4778809999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778810000,4778819999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778820000,4778829999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778830000,4778839999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
6,6646250000,6646251999,2000,FIJO,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",31/12/1995,
4,4778840000,4778849999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778850000,4778859999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778860000,4778869999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778870000,4778879999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4778890000,4778899999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2811130000,2811134999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757840000,7757849999,10000,CPP,"RADIOMOVIL DIPSA, S.A. DE C.V.",17/07/2001,
2,2811135000,2811135999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361440000,9361449999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361450000,9361459999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361460000,9361469999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361470000,9361474999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361475000,9361479999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361480000,9361489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361490000,9361499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361500000,9361509999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9361510000,9361514999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757615000,7757615127,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
3,3141836000,3141839999,4000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141890000,3141899999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141900000,3141909999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141910000,3141919999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141920000,3141925999,6000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141926000,3141929999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141930000,3141939999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141940000,3141949999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3141950000,3141950999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4474759000,4474759999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757615128,7757615255,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",02/06/1999,
4,4471400000,4471400999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321796000,2321799999,4000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321830000,2321839999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321840000,2321849999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321850000,2321859999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321860000,2321869999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321870000,2321879999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321880000,2321889999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321890000,2321899999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321900000,2321909999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7757615256,7757615383,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",26/09/2001,
2,2321910000,2321919999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321920000,2321925999,6000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321926000,2321929999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321930000,2321939999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321940000,2321949999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321950000,2321959999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2321960000,2321960999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881588000,4881589999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881620000,4881629999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881630000,4881639999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7747422500,7747422627,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",02/06/1999,
4,4881640000,4881649999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881650000,4881659999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881660000,4881669999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881670000,4881679999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881680000,4881689999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881690000,4881699999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881700000,4881709999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881710000,4881717999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881718000,4881719999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4881720000,4881722999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7747424000,7747424255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",24/04/2000,
9,9995955000,9995959999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996080000,9996089999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996090000,9996099999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996100000,9996109999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996120000,9996129999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996130000,9996139999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996140000,9996149999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996150000,9996159999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996160000,9996169999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7747420000,7747421199,1200,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
9,9996170000,9996179999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996180000,9996184999,5000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996185000,9996189999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996190000,9996199999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996200000,9996209999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996210000,9996219999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9996220000,9996224999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222530000,9222539999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222540000,9222549999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222550000,9222559999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222570000,9222579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7747421400,7747421999,600,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
9,9222580000,9222589999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222590000,9222599999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222600000,9222609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222620000,9222629999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222630000,9222639999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222650000,9222659999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222670000,9222679999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9222680000,9222684999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436462000,4436469999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7747422000,7747422499,500,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",24/06/1999,
4,4436550000,4436559999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436560000,4436569999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436570000,4436579999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436580000,4436589999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436590000,4436599999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436600000,4436609999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436610000,4436619999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436620000,4436629999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436630000,4436639999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436640000,4436641999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436642000,4436649999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437911700,7437911999,300,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
4,4436650000,4436659999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436660000,4436669999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4436670000,4436676999,7000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451631000,4451639999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451710000,4451719999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
6,6646252000,6646253999,2000,FIJO,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",31/12/1995,
4,4451720000,4451729999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451730000,4451739999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451740000,4451749999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451760000,4451769999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451770000,4451770999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437910000,7437911023,1024,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
4,4451771000,4451779999,9000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451780000,4451789999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451790000,4451799999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4451800000,4451805999,6000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9514906000,9514909999,4000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515350000,9515359999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515360000,9515369999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515370000,9515379999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515380000,9515389999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515410000,9515419999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437911024,7437911280,257,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",13/09/2001,
9,9515420000,9515429999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515430000,9515439999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515520000,9515529999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515540000,9515549999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9515560000,9515565999,6000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921437000,3921439999,3000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921470000,3921479999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921480000,3921489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921490000,3921499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921500000,3921509999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437972000,7437972639,640,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",03/08/2001,
3,3921510000,3921519999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921520000,3921526999,7000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921527000,3921529999,3000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921530000,3921539999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921540000,3921549999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921550000,3921559999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
3,3921560000,3921561999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961622000,4961629999,8000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961670000,4961679999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961680000,4961689999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437415000,7437415599,600,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
4,4961690000,4961699999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961700000,4961709999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961710000,4961719999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961720000,4961721999,2000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961722000,4961729999,8000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961730000,4961739999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961740000,4961749999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961750000,4961759999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
4,4961760000,4961761999,2000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722505000,2722509999,5000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437415600,7437415727,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",19/10/2000,
2,2722640000,2722649999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722650000,2722659999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722660000,2722669999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722670000,2722679999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722680000,2722689999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722690000,2722699999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722700000,2722709999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722710000,2722719999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722720000,2722729999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
2,2722730000,2722739999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437415728,7437415855,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/05/2001,
2,2722740000,2722749999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7714879000,7714879999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715040000,7715049999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715050000,7715059999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715060000,7715069999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715070000,7715073999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715074000,7715079999,6000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715080000,7715089999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715090000,7715099999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715100000,7715109999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437918000,7437918127,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",16/07/1998,
7,7715110000,7715119999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715120000,7715129999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715130000,7715139999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715140000,7715149999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715160000,7715169999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715170000,7715179999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7715180000,7715183999,4000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9165939000,9165939999,1000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9161480000,9161489999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9161490000,9161499999,10000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7437918128,7437918255,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",09/11/1999,
9,9161500000,9161508999,9000,CPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9161509000,9161509999,1000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9161510000,9161519999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9161520000,9161529999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9161530000,9161539999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
9,9161540000,9161543999,4000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
7,7841680000,7841689999,10000,MPP,"AT&T COMERCIALIZACION MOVIL, S. DE R.L. DE C.V.",03/09/2018,
